Sort [1],State,FIPS,County [2],Population(2010),Land Areakm²,Land Areami²,Water Areakm²,Water Areami²,Total Areakm²,Total Areami²,Latitude,Longitude
2624,TX,c48201,Harris,"4,092,459","4,411.99","1,703.48",191.672,74.005,"4,603.66","1,777.48",29.857273,-95.39303699999999
2625,TX,c48203,Harrison,"65,631","2,330.86",899.951,40.929,15.803,"2,371.79",915.754,32.547993,-94.374425
2626,TX,c48205,Hartley,"6,062","3,786.65","1,462.03",3.024,1.168,"3,789.67","1,463.20",35.840244,-102.610047
2627,TX,c48207,Haskell,"5,899","2,339.10",903.131,18.471,7.132,"2,357.57",910.263,33.175965000000005,-99.730773
2628,TX,c48209,Hays,"157,107","1,755.96",677.978,5.038,1.945,"1,760.99",679.923,30.061225,-98.029267
2629,TX,c48211,Hemphill,"3,807","2,347.27",906.286,15.206,5.871,"2,362.48",912.157,35.816237,-100.284807
2630,TX,c48213,Henderson,"78,532","2,263.00",873.748,193.17,74.583,"2,456.17",948.331,32.211633,-95.853418
2631,TX,c48215,Hidalgo,"774,769","4,068.52","1,570.87",31.191,12.043,"4,099.71","1,582.91",26.396384,-98.18099000000001
2632,TX,c48217,Hill,"35,089","2,483.45",958.864,69.557,26.856,"2,553.00",985.72,31.98224,-97.129886
2633,TX,c48219,Hockley,"22,935","2,352.72",908.392,0.446,0.172,"2,353.17",908.564,33.605932,-102.343398
2634,TX,c48221,Hood,"51,182","1,089.46",420.641,41.925,16.187,"1,131.38",436.828,32.430149,-97.831677
2635,TX,c48223,Hopkins,"35,161","1,986.97",767.174,66.297,25.598,"2,053.27",792.772,33.148959000000005,-95.56519399999999
2636,TX,c48225,Houston,"23,732","3,188.04","1,230.91",14.674,5.666,"3,202.71","1,236.58",31.323036,-95.4216
2637,TX,c48227,Howard,"35,012","2,333.04",900.791,8.842,3.414,"2,341.88",904.205,32.303583,-101.43853
2638,TX,c48229,Hudspeth,"3,476","11,838.79","4,570.98",2.191,0.846,"11,840.98","4,571.83",31.450868,-105.377549
2639,TX,c48231,Hunt,"86,129","2,176.41",840.318,108.015,41.705,"2,284.43",882.023,33.123438,-96.083807
2640,TX,c48233,Hutchinson,"22,150","2,298.40",887.419,19.512,7.533,"2,317.92",894.952,35.837047,-101.362746
2641,TX,c48235,Irion,"1,599","2,723.54","1,051.56",0.176,0.068,"2,723.71","1,051.63",31.303424,-100.98130400000001
2642,TX,c48237,Jack,"9,044","2,358.60",910.662,24.513,9.464,"2,383.12",920.126,33.232277,-98.171902
2643,TX,c48239,Jackson,"14,075","2,148.23",829.435,71.061,27.437,"2,219.29",856.872,28.959802000000003,-96.58908000000001
2644,TX,c48241,Jasper,"35,710","2,431.60",938.845,79.908,30.852,"2,511.51",969.697,30.752932,-94.02229399999999
2645,TX,c48243,Jeff Davis,"2,342","5,865.17","2,264.56",0.206,0.08,"5,865.38","2,264.64",30.617086999999998,-104.18786
2646,TX,c48245,Jefferson,"252,273","2,269.59",876.295,612.154,236.354,"2,881.75","1,112.65",29.854,-94.149331
2647,TX,c48247,Jim Hogg,"5,300","2,942.58","1,136.14",0.093,0.036,"2,942.68","1,136.17",27.041211999999998,-98.700127
2648,TX,c48249,Jim Wells,"40,838","2,240.25",864.966,8.74,3.374,"2,248.99",868.34,27.733515999999998,-98.090814
2649,TX,c48251,Johnson,"150,934","1,876.94",724.692,25.309,9.772,"1,902.25",734.464,32.379511,-97.364823
2650,TX,c48253,Jones,"20,202","2,404.94",928.554,22.229,8.583,"2,427.17",937.137,32.743709,-99.87443
2651,TX,c48255,Karnes,"14,824","1,936.16",747.556,15.519,5.992,"1,951.68",753.548,28.907618,-97.86076700000001
2652,TX,c48257,Kaufman,"103,350","2,022.00",780.699,69.83,26.961,"2,091.83",807.66,32.598944,-96.28837800000001
2653,TX,c48259,Kendall,"33,410","1,715.75",662.453,1.497,0.578,"1,717.24",663.031,29.944523999999998,-98.71109399999999
2654,TX,c48261,Kenedy,416,"3,777.05","1,458.33","1,262.54",487.468,"5,039.59","1,945.80",26.890232,-97.591233
2655,TX,c48263,Kent,808,"2,337.48",902.507,1.065,0.411,"2,338.55",902.918,33.184779999999996,-100.76971999999999
2656,TX,c48265,Kerr,"49,625","2,857.58","1,103.32",10.25,3.958,"2,867.83","1,107.28",30.053928000000003,-99.351968
2657,TX,c48267,Kimble,"4,607","3,240.04","1,250.99",0.494,0.191,"3,240.54","1,251.18",30.479471999999998,-99.74639599999999
2658,TX,c48269,King,286,"2,359.15",910.872,6.398,2.47,"2,365.55",913.342,33.614159,-100.250548
2659,TX,c48271,Kinney,"3,598","3,522.53","1,360.06",13.125,5.068,"3,535.65","1,365.12",29.347087,-100.4177
2660,TX,c48273,Kleberg,"32,061","2,282.58",881.308,541.041,208.897,"2,823.62","1,090.21",27.438734999999998,-97.66062
2661,TX,c48275,Knox,"3,719","2,203.10",850.621,12.578,4.856,"2,215.68",855.477,33.616657000000004,-99.747112
2662,TX,c48277,Lamar,"49,793","2,349.61",907.19,67.113,25.913,"2,416.73",933.103,33.667263,-95.570348
2663,TX,c48279,Lamb,"13,977","2,631.90","1,016.18",3.974,1.534,"2,635.87","1,017.72",34.068862,-102.34801800000001
2664,TX,c48281,Lampasas,"19,677","1,846.25",712.84,2.833,1.094,"1,849.08",713.934,31.196731,-98.240889
2665,TX,c48283,La Salle,"6,886","3,850.51","1,486.69",19.539,7.544,"3,870.05","1,494.24",28.351097999999997,-99.096774
2666,TX,c48285,Lavaca,"19,263","2,511.53",969.708,1.885,0.728,"2,513.42",970.436,29.382578000000002,-96.923633
2667,TX,c48287,Lee,"16,612","1,629.14",629.016,13.169,5.084,"1,642.31",634.1,30.321105,-96.976365
2668,TX,c48289,Leon,"16,801","2,779.45","1,073.15",19.343,7.468,"2,798.79","1,080.62",31.300493,-95.995622
2669,TX,c48291,Liberty,"75,643","3,000.29","1,158.42",46.412,17.92,"3,046.70","1,176.34",30.162189,-94.822682
2670,TX,c48293,Limestone,"23,384","2,344.68",905.288,72.199,27.876,"2,416.88",933.164,31.547543,-96.593623
2671,TX,c48295,Lipscomb,"3,302","2,414.33",932.179,0.299,0.115,"2,414.63",932.294,36.2802,-100.272683
2672,TX,c48297,Live Oak,"11,531","2,692.80","1,039.70",101.484,39.183,"2,794.29","1,078.88",28.351535,-98.126961
2673,TX,c48299,Llano,"19,301","2,419.14",934.034,82.419,31.822,"2,501.56",965.856,30.707584999999998,-98.68469
2674,TX,c48301,Loving,82,"1,732.51",668.925,20.152,7.781,"1,752.66",676.706,31.844935999999997,-103.561229
2675,TX,c48303,Lubbock,"278,831","2,319.59",895.599,13.212,5.101,"2,332.80",900.7,33.611469,-101.81994399999999
2676,TX,c48305,Lynn,"5,915","2,309.93",891.867,4.17,1.61,"2,314.10",893.477,33.178412,-101.818493
2677,TX,c48307,McCulloch,"8,283","2,759.89","1,065.60",20.285,7.832,"2,780.17","1,073.43",31.205477000000002,-99.35985600000001
2678,TX,c48309,McLennan,"234,906","2,686.08","1,037.10",59.906,23.13,"2,745.99","1,060.23",31.549493,-97.201472
2679,TX,c48311,McMullen,707,"2,951.10","1,139.43",44.96,17.359,"2,996.06","1,156.79",28.384921999999996,-98.57885300000001
2680,TX,c48313,Madison,"13,664","1,207.10",466.065,16.494,6.368,"1,223.60",472.433,30.966878,-95.93037199999999
2681,TX,c48315,Marion,"10,546",986.476,380.88,102.155,39.442,"1,088.63",420.322,32.797757,-94.35767299999999
2682,TX,c48317,Martin,"4,799","2,369.69",914.944,1.932,0.746,"2,371.63",915.69,32.30983,-101.961836
2683,TX,c48319,Mason,"4,012","2,405.59",928.803,8.834,3.411,"2,414.42",932.214,30.703232,-99.237608
2684,TX,c48321,Matagorda,"36,702","2,849.70","1,100.28","1,326.68",512.234,"4,176.38","1,612.51",28.783340999999997,-95.997755
2685,TX,c48323,Maverick,"54,258","3,313.26","1,279.26",32.426,12.52,"3,345.69","1,291.78",28.745216999999997,-100.311368
2686,TX,c48325,Medina,"46,006","3,432.66","1,325.36",23.769,9.177,"3,456.43","1,334.53",29.353661,-99.111085
2687,TX,c48327,Menard,"2,242","2,336.25",902.03,0.614,0.237,"2,336.86",902.267,30.883707,-99.854936
2688,TX,c48329,Midland,"136,872","2,331.77",900.299,4.534,1.751,"2,336.30",902.05,31.870896000000002,-102.024326
2689,TX,c48331,Milam,"24,757","2,633.84","1,016.93",12.539,4.841,"2,646.38","1,021.77",30.791241999999997,-96.98439499999999
2690,TX,c48333,Mills,"4,936","1,937.99",748.261,3.903,1.507,"1,941.89",749.768,31.494889,-98.594623
2691,TX,c48335,Mitchell,"9,403","2,359.71",911.09,12.49,4.822,"2,372.20",915.912,32.303781,-100.92458
2692,TX,c48337,Montague,"19,719","2,411.04",930.906,19.087,7.37,"2,430.12",938.276,33.676289000000004,-97.724747
2693,TX,c48339,Montgomery,"455,746","2,698.08","1,041.74",91.023,35.144,"2,789.10","1,076.88",30.302364,-95.503523
2694,TX,c48341,Moore,"21,904","2,330.19",899.691,25.718,9.93,"2,355.91",909.621,35.835676,-101.890502
2695,TX,c48343,Morris,"12,934",652.637,251.985,17.394,6.716,670.031,258.701,33.116465999999996,-94.73126500000001
2696,TX,c48345,Motley,"1,210","2,562.96",989.562,0.643,0.248,"2,563.60",989.81,34.058383,-100.793696
2697,TX,c48347,Nacogdoches,"64,524","2,451.52",946.537,89.746,34.651,"2,541.27",981.188,31.620559999999998,-94.62025
2698,TX,c48349,Navarro,"47,735","2,614.92","1,009.63",197.639,76.309,"2,812.56","1,085.94",32.04845,-96.476908
2699,TX,c48351,Newton,"14,445","2,418.21",933.677,15.672,6.051,"2,433.89",939.728,30.786718,-93.73925
2700,TX,c48353,Nolan,"15,216","2,362.06",911.997,5.053,1.951,"2,367.11",913.948,32.312338000000004,-100.41810799999999
2701,TX,c48355,Nueces,"340,223","2,171.66",838.482,847.226,327.116,"3,018.89","1,165.60",27.739406,-97.52164300000001
2702,TX,c48357,Ochiltree,"10,223","2,376.64",917.627,1.332,0.514,"2,377.97",918.141,36.278744,-100.815864
2703,TX,c48359,Oldham,"2,052","3,886.36","1,500.53",2.338,0.903,"3,888.70","1,501.44",35.401921,-102.59761999999999
2704,TX,c48361,Orange,"81,837",864.198,333.669,118.78,45.861,982.977,379.53,30.120918,-93.89335799999999
2705,TX,c48363,Palo Pinto,"28,111","2,465.13",951.791,87.328,33.718,"2,552.46",985.509,32.75221,-98.31797399999999
2706,TX,c48365,Panola,"23,796","2,076.52",801.749,50.645,19.554,"2,127.17",821.303,32.163978,-94.30515600000001
2707,TX,c48367,Parker,"116,927","2,340.00",903.478,17.136,6.616,"2,357.13",910.094,32.777096,-97.80590500000001
2708,TX,c48369,Parmer,"10,269","2,281.20",880.778,11.344,4.38,"2,292.55",885.158,34.532163,-102.784853
2709,TX,c48371,Pecos,"15,507","12,338.31","4,763.85",2.532,0.978,"12,340.84","4,764.83",30.770894000000002,-102.71986
2710,TX,c48373,Polk,"45,413","2,737.86","1,057.09",136.147,52.567,"2,874.01","1,109.66",30.784553000000002,-94.837338
2711,TX,c48375,Potter,"121,073","2,352.67",908.37,35.275,13.62,"2,387.94",921.99,35.398675,-101.893804
2712,TX,c48377,Presidio,"7,818","9,985.02","3,855.24",1.773,0.685,"9,986.79","3,855.92",30.005891,-104.261619
2713,TX,c48379,Rains,"10,914",594.278,229.452,76.082,29.376,670.36,258.828,32.87058,-95.79544
2714,TX,c48381,Randall,"120,725","2,360.89",911.544,28.192,10.885,"2,389.08",922.429,34.962528999999996,-101.895547
2715,TX,c48383,Reagan,"3,367","3,044.02","1,175.30",1.793,0.692,"3,045.81","1,175.99",31.372895,-101.513901
2716,TX,c48385,Real,"3,309","1,810.91",699.195,2.346,0.906,"1,813.25",700.101,29.82303,-99.80530300000001
2717,TX,c48387,Red River,"12,860","2,684.72","1,036.58",52.208,20.158,"2,736.93","1,056.74",33.619626000000004,-95.048429
2718,TX,c48389,Reeves,"13,783","6,825.59","2,635.38",17.397,6.717,"6,842.99","2,642.09",31.308365999999996,-103.71270600000001
2719,TX,c48391,Refugio,"7,383","1,995.44",770.444,123.799,47.799,"2,119.24",818.243,28.312496000000003,-97.16047900000001
2720,TX,c48393,Roberts,929,"2,393.30",924.058,0.347,0.134,"2,393.65",924.192,35.836216,-100.80755500000001
2721,TX,c48395,Robertson,"16,622","2,216.21",855.683,25.046,9.67,"2,241.26",865.353,31.025481,-96.51494100000001
2722,TX,c48397,Rockwall,"78,337",329.021,127.036,56.154,21.681,385.175,148.717,32.889216,-96.407501
2723,TX,c48399,Runnels,"10,501","2,721.93","1,050.95",15.93,6.151,"2,737.86","1,057.10",31.833311,-99.96785600000001
2724,TX,c48401,Rusk,"53,330","2,393.22",924.027,37.244,14.38,"2,430.46",938.407,32.109423,-94.75638199999999
2725,TX,c48403,Sabine,"10,834","1,272.70",491.39,220.821,85.26,"1,493.52",576.65,31.3433,-93.851913
2726,TX,c48405,San Augustine,"8,865","1,374.40",530.657,159.647,61.64,"1,534.04",592.297,31.382448999999998,-94.16318000000001
2727,TX,c48407,San Jacinto,"26,384","1,474.33",569.243,151.949,58.668,"1,626.28",627.911,30.574218,-95.162852
2728,TX,c48409,San Patricio,"64,804","1,796.03",693.451,37.539,14.494,"1,833.57",707.945,28.011782,-97.517165
2729,TX,c48411,San Saba,"6,131","2,940.41","1,135.30",8.072,3.117,"2,948.48","1,138.41",31.155138,-98.819292
2730,TX,c48413,Schleicher,"3,461","3,394.52","1,310.63",0.087,0.034,"3,394.60","1,310.66",30.896233000000002,-100.52721600000001
2731,TX,c48415,Scurry,"16,921","2,345.09",905.444,5.44,2.1,"2,350.53",907.544,32.744462,-100.913399
2732,TX,c48417,Shackelford,"3,378","2,367.99",914.286,3.268,1.262,"2,371.26",915.548,32.743788,-99.347045
2733,TX,c48419,Shelby,"25,448","2,060.55",795.583,101.096,39.034,"2,161.65",834.617,31.790136999999998,-94.142565
2734,TX,c48421,Sherman,"3,034","2,390.65",923.035,0.429,0.166,"2,391.08",923.201,36.277628,-101.894716
2735,TX,c48423,Smith,"209,714","2,386.56",921.454,73.212,28.267,"2,459.77",949.721,32.377093,-95.26963
2736,TX,c48425,Somervell,"8,490",482.937,186.463,14.223,5.491,497.16,191.954,32.217942,-97.769211
2737,TX,c48427,Starr,"60,968","3,168.02","1,223.18",15.302,5.908,"3,183.32","1,229.09",26.546335,-98.71580300000001
2738,TX,c48429,Stephens,"9,630","2,322.49",896.719,64.134,24.762,"2,386.63",921.481,32.731531,-98.84008100000001
2739,TX,c48431,Sterling,"1,143","2,391.73",923.451,0.167,0.065,"2,391.90",923.516,31.835774,-101.054911
2740,TX,c48433,Stonewall,"1,490","2,373.24",916.313,10.178,3.93,"2,383.42",920.243,33.17958,-100.253807
2741,TX,c48435,Sutton,"4,128","3,765.65","1,453.93",1.277,0.493,"3,766.93","1,454.42",30.517865000000004,-100.505395
2742,TX,c48437,Swisher,"7,854","2,305.50",890.159,27.279,10.532,"2,332.78",900.691,34.53046,-101.73285200000001
2743,TX,c48439,Tarrant,"1,809,034","2,236.74",863.608,100.223,38.696,"2,336.96",902.304,32.772040000000004,-97.291291
2744,TX,c48441,Taylor,"131,506","2,371.27",915.552,9.721,3.753,"2,380.99",919.305,32.295684,-99.89322
2745,TX,c48443,Terrell,984,"6,107.26","2,358.03",0.106,0.041,"6,107.36","2,358.07",30.232332,-102.072539
2746,TX,c48445,Terry,"12,651","2,302.08",888.839,5.444,2.102,"2,307.53",890.941,33.171229,-102.33928399999999
2747,TX,c48447,Throckmorton,"1,641","2,363.50",912.552,7.586,2.929,"2,371.09",915.481,33.170712,-99.206137
2748,TX,c48449,Titus,"32,334","1,051.68",406.054,50.736,19.589,"1,102.41",425.643,33.214599,-94.96678299999999
2749,TX,c48451,Tom Green,"110,224","3,941.89","1,521.97",48.105,18.573,"3,989.99","1,540.55",31.401583000000002,-100.46135500000001
2750,TX,c48453,Travis,"1,024,266","2,564.61",990.202,84.967,32.806,"2,649.58","1,023.01",30.239513,-97.69126999999999
2751,TX,c48455,Trinity,"14,585","1,796.44",693.608,52.733,20.36,"1,849.17",713.968,31.087483000000002,-95.15329100000001
2752,TX,c48457,Tyler,"21,766","2,394.45",924.501,28.806,11.122,"2,423.25",935.623,30.769578999999997,-94.379449
2753,TX,c48459,Upshur,"39,309","1,509.83",582.947,24.998,9.652,"1,534.82",592.599,32.735878,-94.941649
2754,TX,c48461,Upton,"3,355","3,215.01","1,241.32",0.464,0.179,"3,215.48","1,241.50",31.353849,-102.042013
2755,TX,c48463,Uvalde,"26,405","4,019.52","1,551.95",17.322,6.688,"4,036.84","1,558.63",29.350340000000003,-99.761074
2756,TX,c48465,Val Verde,"48,879","8,144.86","3,144.75",227.711,87.92,"8,372.58","3,232.67",29.884960999999997,-101.14664599999999
2757,TX,c48467,Van Zandt,"52,579","2,182.21",842.557,44.167,17.053,"2,226.38",859.61,32.558948,-95.836391
2758,TX,c48469,Victoria,"86,793","2,284.74",882.143,17.334,6.693,"2,302.07",888.836,28.79637,-96.971198
2759,TX,c48471,Walker,"67,861","2,030.99",784.169,44.898,17.335,"2,075.89",801.504,30.743090000000002,-95.569888
2760,TX,c48473,Waller,"43,205","1,329.78",513.43,11.366,4.388,"1,341.14",517.818,30.013578000000003,-95.982102
2761,TX,c48475,Ward,"10,658","2,164.20",835.602,0.624,0.241,"2,164.82",835.843,31.513069,-103.105113
2762,TX,c48477,Washington,"33,718","1,564.23",603.954,46.094,17.797,"1,610.33",621.751,30.215075,-96.41027199999999
2763,TX,c48479,Webb,"250,304","8,706.20","3,361.48",36.538,14.107,"8,742.74","3,375.59",27.770584000000003,-99.32664100000001
2764,TX,c48481,Wharton,"41,280","2,813.12","1,086.15",21.289,8.22,"2,834.40","1,094.37",29.278481,-96.229675
2765,TX,c48483,Wheeler,"5,410","2,368.60",914.523,2.481,0.958,"2,371.09",915.481,35.392593,-100.253107
2766,TX,c48485,Wichita,"131,500","1,625.93",627.776,13.831,5.34,"1,639.76",633.116,33.991103,-98.716851
2767,TX,c48487,Wilbarger,"13,535","2,514.47",970.844,18.258,7.049,"2,532.73",977.893,34.084920000000004,-99.24244
2768,TX,c48489,Willacy,"22,134","1,529.53",590.554,501.716,193.714,"2,031.24",784.268,26.481091999999997,-97.584224
2769,TX,c48491,Williamson,"422,679","2,896.39","1,118.30",41.793,16.136,"2,938.18","1,134.44",30.64903,-97.605069
2770,TX,c48493,Wilson,"42,918","2,081.66",803.733,12.116,4.678,"2,093.77",808.411,29.174303000000002,-98.085899
2771,TX,c48495,Winkler,"7,110","2,178.46",841.107,0.414,0.16,"2,178.87",841.267,31.831415999999997,-103.055986
2772,TX,c48497,Wise,"59,127","2,342.44",904.422,47.039,18.162,"2,389.48",922.584,33.219095,-97.653997
2773,TX,c48499,Wood,"41,964","1,671.15",645.234,130.754,50.484,"1,801.90",695.718,32.783588,-95.382166
2774,TX,c48501,Yoakum,"7,879","2,071.24",799.708,0.034,0.013,"2,071.27",799.721,33.172397,-102.823771
2775,TX,c48503,Young,"18,550","2,368.46",914.468,42.452,16.391,"2,410.91",930.859,33.158787,-98.678267
2776,TX,c48505,Zapata,"14,018","2,585.88",998.412,154.371,59.603,"2,740.25","1,058.02",26.996980999999998,-99.182603
2777,TX,c48507,Zavala,"11,677","3,360.27","1,297.41",11.21,4.328,"3,371.48","1,301.73",28.864652000000003,-99.75983000000001
2778,UT,c49001,Beaver,"6,629","6,707.76","2,589.88",5.331,2.058,"6,713.09","2,591.94",38.357535,-113.238948
2779,UT,c49003,Box Elder,"49,975","14,880.91","5,745.55","2,547.94",983.766,"17,428.85","6,729.32",41.476021,-113.052922
2780,UT,c49005,Cache,"112,656","3,016.85","1,164.81",21.265,8.21,"3,038.12","1,173.02",41.734225,-111.74458100000001
2781,UT,c49007,Carbon,"21,403","3,829.28","1,478.49",15.774,6.09,"3,845.05","1,484.58",39.67005,-110.59035700000001
2782,UT,c49009,Daggett,"1,059","1,805.17",696.979,61.462,23.73,"1,866.63",720.709,40.890099,-109.50578600000001
2783,UT,c49011,Davis,"306,479",773.832,298.778,868.123,335.184,"1,641.96",633.962,41.037045,-112.202123
2784,UT,c49013,Duchesne,"18,607","8,394.01","3,240.95",38.788,14.976,"8,432.80","3,255.92",40.289649,-110.42983000000001
2785,UT,c49015,Emery,"10,976","11,557.34","4,462.31",24.591,9.495,"11,581.93","4,471.81",39.009028,-110.72111100000001
2786,UT,c49017,Garfield,"5,172","13,403.50","5,175.12",85.795,33.126,"13,489.30","5,208.25",37.831621999999996,-111.45088600000001
2787,UT,c49019,Grand,"9,225","9,509.25","3,671.54",31.439,12.139,"9,540.69","3,683.68",38.974326,-109.57345
2788,UT,c49021,Iron,"46,163","8,538.36","3,296.68",11.394,4.399,"8,549.76","3,301.08",37.882727,-113.29005900000001
2789,UT,c49023,Juab,"10,246","8,785.96","3,392.28",36.572,14.121,"8,822.53","3,406.40",39.710827,-112.79426200000002
2790,UT,c49025,Kane,"7,125","10,334.64","3,990.23",306.368,118.289,"10,641.01","4,108.52",37.275118,-111.81541299999999
2791,UT,c49027,Millard,"12,503","17,022.50","6,572.43",661.655,255.467,"17,684.16","6,827.89",39.09454,-113.52501399999998
2792,UT,c49029,Morgan,"9,469","1,577.81",609.196,4.427,1.709,"1,582.24",610.905,41.091027000000004,-111.57788500000001
2793,UT,c49031,Piute,"1,556","1,962.67",757.791,20.528,7.926,"1,983.20",765.717,38.335881,-112.12937600000001
2794,UT,c49033,Rich,"2,264","2,664.51","1,028.78",149.136,57.582,"2,813.65","1,086.36",41.627598,-111.240227
2795,UT,c49035,Salt Lake,"1,029,655","1,922.50",742.282,168.57,65.085,"2,091.07",807.367,40.667882,-111.92424399999999
2796,UT,c49037,San Juan,"14,746","20,253.68","7,819.99",293.096,113.165,"20,546.77","7,933.15",37.623064,-109.78931999999999
2797,UT,c49039,Sanpete,"27,822","4,118.48","1,590.15",32.076,12.385,"4,150.55","1,602.54",39.380588,-111.570451
2798,UT,c49041,Sevier,"20,802","4,948.37","1,910.58",20.26,7.822,"4,968.63","1,918.40",38.746825,-111.81193
2799,UT,c49043,Summit,"36,324","4,847.71","1,871.71",26.571,10.259,"4,874.28","1,881.97",40.87206,-110.96848600000001
2800,UT,c49045,Tooele,"58,218","17,978.02","6,941.35",892.841,344.728,"18,870.86","7,286.08",40.467692,-113.12401499999999
2801,UT,c49047,Uintah,"32,588","11,602.35","4,479.69",56.187,21.694,"11,658.54","4,501.39",40.125887,-109.517748
2802,UT,c49049,Utah,"516,564","5,188.92","2,003.45",364.307,140.66,"5,553.23","2,144.11",40.120409,-111.668667
2803,UT,c49051,Wasatch,"23,530","3,044.53","1,175.50",78.954,30.484,"3,123.49","1,205.99",40.334884,-111.16156799999999
2804,UT,c49053,Washington,"138,115","6,284.24","2,426.36",9.308,3.594,"6,293.55","2,429.95",37.262531,-113.4878
2805,UT,c49055,Wayne,"2,778","6,373.12","2,460.68",15.055,5.813,"6,388.18","2,466.49",38.261229,-110.990323
2806,UT,c49057,Weber,"231,236","1,492.05",576.084,215.752,83.302,"1,707.80",659.386,41.270355,-111.875879
2807,VT,c50001,Addison,"36,821","1,984.77",766.325,107.309,41.432,"2,092.08",807.757,44.031248,-73.141581
2808,VT,c50003,Bennington,"37,125","1,748.19",674.98,6.932,2.676,"1,755.12",677.656,43.035325,-73.11146
2809,VT,c50005,Caledonia,"31,227","1,680.55",648.864,22.463,8.673,"1,703.01",657.537,44.468790999999996,-72.11216800000001
2810,VT,c50007,Chittenden,"156,545","1,389.73",536.578,214.245,82.721,"1,603.98",619.299,44.460676,-73.070525
2811,VT,c50009,Essex,"6,306","1,718.71",663.598,30.291,11.696,"1,749.00",675.294,44.724021,-71.732736
2812,VT,c50011,Franklin,"47,746","1,641.29",633.706,150.933,58.276,"1,792.22",691.982,44.858964,-72.909402
2813,VT,c50013,Grand Isle,"6,970",211.891,81.811,292.298,112.857,504.188,194.668,44.801788,-73.300758
2814,VT,c50015,Lamoille,"24,475","1,188.28",458.797,12.661,4.889,"1,200.94",463.686,44.603504,-72.638356
2815,VT,c50017,Orange,"28,936","1,779.41",687.033,13.552,5.232,"1,792.96",692.265,44.003392,-72.369687
2816,VT,c50019,Orleans,"27,231","1,795.56",693.268,72.249,27.896,"1,867.81",721.164,44.828441999999995,-72.25163
2817,VT,c50021,Rutland,"61,642","2,408.23",929.821,38.744,14.959,"2,446.97",944.78,43.580844,-73.038196
2818,VT,c50023,Washington,"59,534","1,779.93",687.233,21.213,8.19,"1,801.14",695.423,44.274953000000004,-72.609475
2819,VT,c50025,Windham,"44,513","2,033.93",785.305,33.056,12.763,"2,066.99",798.068,42.999143,-72.716335
2820,VT,c50027,Windsor,"56,670","2,510.57",969.337,19.289,7.447,"2,529.86",976.784,43.588143,-72.591515
2821,VA,c51001,Accomack,"33,164","1,164.19",449.496,"2,228.79",860.542,"3,392.98","1,310.04",37.765944,-75.757807
2822,VA,c51003,Albemarle,"98,970","1,866.60",720.698,14.036,5.419,"1,880.64",726.117,38.024184000000005,-78.553506
2823,VA,c51005,Alleghany,"16,250","1,153.73",445.457,8.536,3.296,"1,162.26",448.753,37.787905,-80.008669
2824,VA,c51007,Amelia,"12,690",920.143,355.269,8.425,3.253,928.567,358.522,37.336131,-77.973218
2825,VA,c51009,Amherst,"32,353","1,227.48",473.934,12.73,4.915,"1,240.22",478.849,37.630362,-79.147848
2826,VA,c51011,Appomattox,"14,973",863.745,333.494,3.205,1.237,866.949,334.731,37.370725,-78.81094
2827,VA,c51013,Arlington,"207,627",67.274,25.974,0.244,0.094,67.518,26.068,38.878337,-77.100703
2828,VA,c51015,Augusta,"73,750","2,504.52",966.999,9.988,3.856,"2,514.50",970.855,38.167807,-79.146682
2829,VA,c51017,Bath,"4,731","1,370.51",529.158,14.05,5.425,"1,384.56",534.583,38.068988,-79.73289799999999
2830,VA,c51019,Bedford,"68,676","1,950.32",753.021,42.044,16.233,"1,992.36",769.254,37.312408000000005,-79.527947
2831,VA,c51021,Bland,"6,824",926.503,357.725,2.598,1.003,929.101,358.728,37.130612,-81.125853
2832,VA,c51023,Botetourt,"33,148","1,401.71",541.202,12.196,4.709,"1,413.90",545.911,37.553193,-79.805318
2833,VA,c51025,Brunswick,"17,434","1,466.38",566.173,8.318,3.212,"1,474.70",569.385,36.764531,-77.860916
2834,VA,c51027,Buchanan,"24,098","1,302.15",502.763,2.798,1.08,"1,304.95",503.843,37.26812,-82.038151
2835,VA,c51029,Buckingham,"17,146","1,501.31",579.657,10.099,3.899,"1,511.40",583.556,37.573928,-78.529169
2836,VA,c51031,Campbell,"54,842","1,305.01",503.867,8.962,3.46,"1,313.97",507.327,37.210151,-79.09542900000001
2837,VA,c51033,Caroline,"28,545","1,366.25",527.513,24.233,9.356,"1,390.49",536.869,38.030319,-77.35234799999999
2838,VA,c51035,Carroll,"30,042","1,229.44",474.69,7.648,2.953,"1,237.09",477.643,36.732426000000004,-80.728043
2839,VA,c51036,Charles City,"7,256",473.494,182.817,55.491,21.425,528.985,204.242,37.361048,-77.054171
2840,VA,c51037,Charlotte,"12,586","1,230.95",475.271,5.828,2.25,"1,236.77",477.521,37.014091,-78.661424
2841,VA,c51041,Chesterfield,"316,236","1,096.33",423.297,35.373,13.658,"1,131.71",436.955,37.378434000000006,-77.585847
2842,VA,c51043,Clarke,"14,034",456.298,176.177,5.659,2.185,461.956,178.362,39.115930999999996,-77.99200400000001
2843,VA,c51045,Craig,"5,190",853.49,329.534,2.799,1.081,856.288,330.615,37.473129,-80.231734
2844,VA,c51047,Culpeper,"46,689",982.211,379.234,8.572,3.31,990.783,382.544,38.485929999999996,-77.956476
